482,Федеральная служба исполнения наказаний,29492,63659,31953,74544,81149,35944,91931,29257,82243,14287,85530,28243,86580,21581,89593,20792,90677,13923,68,207,72,0.77
873,ГУФСИН Красноярский край,32491,4629,36376,5337,30231,1062,110056,260,98398,251,107484,240,110299,254,111081,240,112147,212,68,245,40,1.09
874,УФСИН Ямало-Ненецкий АО,50438,372,58076,514,164056,31,164632,32,136554,31,146646,30,136918,35,143715,36,146073,34,68,189,52,1.43
879,УФСИН Липецкая область,21986,773,24499,840,65790,96,83828,71,77553,74,82654,80,76572,79,78895,81,79380,79,68,261,89,1.09
930,УФСИН Воронежская область,21960,418,24562,1036,71009,17,77556,87,71088,76,73494,90,73758,89,77791,76,78817,86,68,258,148,1.0
1307,УФСИН Санкт-Петербург и Ленинградская область,29904,838,28242,1691,87938,95,88960,116,79325,109,82257,106,83138,105,86184,102,105256,104,68,251,108,1.18
1308,УФСИН Москва,38427,750,39206,1371,94981,74,102808,55,95073,41,93843,48,102456,41,111079,53,127720,57,68,232,73,1.17
3900,УФСИН Республика Адыгея,21274,215,24523,497,70625,48,73196,40,69290,41,66091,42,71805,44,70904,23,74479,40,68,250,117,1.39
3901,УФСИН Республика Алтай,31801,218,35323,234,107945,24,103335,29,82215,25,87208,22,93100,22,90181,21,94780,17,68,198,71,1.53
3902,УФСИН Алтайский край,24205,1406,27913,1976,82884,105,84781,107,78829,94,83157,95,82361,95,87788,93,88048,89,68,263,91,0.82
3903,УФСИН Амурская область,40475,231,40789,234,106685,52,109617,57,101061,50,104359,46,100556,47,112203,43,111410,45,68,175,98,0.39
3904,УФСИН Архангельская область,48820,654,53578,1294,126443,124,114898,139,110700,139,115353,145,118436,150,127020,139,132976,135,68,172,80,1.3
3905,УФСИН Астраханская область,23128,592,22895,1620,77986,61,81898,62,70443,63,80531,61,76162,53,76199,47,82902,49,68,258,105,1.09
3906,ГУФСИН Республика Башкортостан,31687,800,34443,947,88194,147,88379,145,80378,149,83707,142,86776,151,89513,146,88806,143,68,180,55,1.27
3907,УФСИН Белгородская область,22944,754,25333,743,71712,63,74807,80,69868,79,68773,74,65820,81,73946,78,70686,83,68,208,68,1.09
3908,УФСИН Брянская область,20359,888,22933,757,73784,68,81176,69,68980,72,72911,73,76919,72,76424,79,75587,80,68,271,67,1.24
3909,УФСИН Республика Бурятия,32416,597,37338,768,99953,63,96784,72,89535,67,91134,69,91306,71,93507,66,94098,67,68,190,68,1.52
3910,УФСИН Владимирская область,23369,868,26048,1034,79012,114,81785,115,71675,105,73979,104,73392,98,80047,96,77795,96,68,232,77,1.27
3911,УФСИН Волгоградская область,-1,-1,-1,-1,83866,129,79774,150,68216,140,74010,134,73031,144,76848,143,77411,147,35,-7,-4,0.11
3912,УФСИН Вологодская область,-1,-1,28699,863,100460,85,97378,87,78345,100,85985,95,88583,103,84726,99,91425,98,51,218,57,1.09
