495,Федеральная служба по надзору в сфере здравоохранения,40584,1948,53896,3046,72988,5587,81577,4341,85773,4123,88762,4771,90852,7429,98673,6956,103449,5789,68,154,336,2.18
596,Министерство здравоохранения,-1,-1,94797,566,151763,1125,158971,251,150217,338,164926,293,164332,274,174700,277,202363,263,51,113,5,1.17
881,Территориальный орган Росздравнадзора Липецкая область,19637,9,27737,7,29598,10,34212,3,35019,3,48006,4,55827,4,60035,2,65479,3,23,50,54,1.25
932,Территориальный орган Росздравнадзора Воронежская область,-1,-1,-1,-1,24266,14,28548,16,46566,4,60508,4,65135,4,59254,4,55703,3,6,17,22,2.17
1283,Территориальный орган Росздравнадзора Санкт-Петербург и Ленинградская область,29502,34,29731,36,-1,-1,-1,-1,54166,12,46109,13,53752,12,59618,10,65786,12,68,122,53,1.19
1284,Территориальный орган Росздравнадзора Москва и Московская область,-1,-1,30884,35,33178,36,42798,29,41719,33,40745,36,71638,17,68206,21,-1,-1,42,120,64,2.31
4645,Территориальный орган Росздравнадзора Республика Адыгея,23083,10,23083,10,30336,8,46776,4,38547,4,45073,3,55475,3,72395,3,44450,3,23,31,16,0.43
4646,Территориальный орган Росздравнадзора Республика Алтай,23191,9,28182,8,33353,9,50519,5,90042,4,44620,5,60399,5,83245,3,75441,6,68,225,143,1.62
4647,Территориальный орган Росздравнадзора Алтайский край,19525,17,28961,16,26261,18,57508,6,42703,6,60571,6,60626,6,46052,5,60602,5,52,210,70,1.24
4649,Территориальный орган Росздравнадзора Архангельская область и Ненецкий автономный округ,31158,18,37000,11,37500,12,83333,5,83333,5,83333,5,119053,4,106949,4,121353,4,23,20,7,1.56
4650,Территориальный орган Росздравнадзора Астраханская область,15491,18,18511,18,21008,14,31294,6,35330,5,45982,5,-1,-1,-1,-1,44857,8,68,189,83,1.22
4652,Территориальный орган Росздравнадзора Белгородская область,21882,10,22013,9,24327,8,43323,3,38672,3,40532,5,63011,5,65282,4,88934,4,23,11,10,1.39
4653,Территориальный орган Росздравнадзора Брянская область,16709,13,16045,13,24898,5,56361,3,67137,3,78601,3,64628,3,50795,4,63158,4,11,-3,-3,0.17
4654,Территориальный орган Росздравнадзора Республика Бурятия,-1,-1,28514,10,32940,9,67811,5,51854,4,53940,4,51328,5,53223,5,57504,6,51,101,63,1.69
4655,Территориальный орган Росздравнадзора Владимирская область,18018,15,21121,13,13740,11,53796,3,39589,3,50718,3,52806,4,50789,4,62443,4,23,-23,-55,1.22
4656,Территориальный орган Росздравнадзора Волгоградская область,-1,-1,-1,-1,28954,10,31149,8,31842,8,31197,10,50816,8,49299,5,72255,5,22,75,70,2.08
4657,Территориальный орган Росздравнадзора Вологодская область,20202,9,28091,11,30563,8,39441,2,47166,3,39098,2,58908,4,47234,3,90702,3,23,51,40,5.91
4658,Территориальный орган Росздравнадзора Республика Дагестан,-1,-1,-1,-1,29829,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39377,10,35,32,102,6.77
4659,Территориальный орган Росздравнадзора Еврейская автономная область (присоединено к ТО Росздравнадзора в Хабаровском крае),24644,9,-1,-1,35673,10,71081,3,58333,3,-1,-1,-1,-1,-1,-1,-1,-1,23,44,51,2.52
4660,Территориальный орган Росздравнадзора Забайкальский край,34087,12,-1,-1,36023,12,59936,4,64279,4,60952,4,69430,5,59114,5,74776,5,23,5,5,2.15
4661,Территориальный орган Росздравнадзора Ивановская область,-1,-1,22932,9,23338,9,35940,3,36632,5,41821,5,50662,6,62144,5,59592,5,37,120,112,1.78
4662,Территориальный орган Росздравнадзора Республика Ингушетия,-1,-1,-1,-1,-1,-1,-1,-1,23634,14,25458,13,25433,13,48895,5,48275,5,4,7,6,6.46
4663,Территориальный орган Росздравнадзора Иркутская область,27008,20,30348,17,28022,15,36319,17,41065,16,44374,14,50799,16,42974,14,-1,-1,58,59,25,0.8
