1,Санкт-Петербург,60199,29929,2.01,10469,5028000,480
3,Республика Адыгея,31800,14451,2.2,1462,444403,303
4,Республика Башкортостан,35569,18438,1.93,8035,4060957,505
5,Республика Бурятия,37683,21003,1.79,2551,971810,380
6,Республика Алтай,42741,14277,2.99,1299,210344,161
8,Республика Ингушетия,23522,14238,1.65,1137,442255,388
9,Кабардино-Балкарская Республика,30122,13008,2.32,1928,858946,445
11,Карачаево-Черкесская республика,28914,12875,2.25,1194,471847,395
12,Республика Карелия,47041,22277,2.11,3605,636932,176
13,Республика Коми,59609,30348,1.96,2474,880639,355
17,Республика Северная Осетия — Алания,31262,12919,2.42,1506,706123,468
18,Республика Татарстан,39060,18945,2.06,10935,3822038,349
20,Удмуртская республика,36897,16429,2.25,2740,1517692,553
21,Республика Хакасия,49146,20395,2.41,1548,533025,344
24,Алтайский край,30433,13377,2.28,7264,2398751,330
27,Краснодарский край,37751,17745,2.13,15555,5330181,342
28,Красноярский край,42349,23937,1.77,11396,2846475,249
29,Пермский край,37966,20679,1.84,8118,2634461,324
32,Хабаровский край,65085,28178,2.31,2040,1342083,657
33,Амурская область,49213,24385,2.02,2710,816910,301
35,Брянская область,28262,14933,1.89,3232,1253666,387
36,Владимирская область,32674,17361,1.88,2970,1421742,478
37,Архангельская область,54423,22988,2.37,3036,1159506,381
38,Астраханская область,28711,15206,1.89,2109,1013840,480
41,Волгоградская область,31361,16055,1.95,5524,2583002,467
42,Вологодская область,36328,20624,1.76,4437,1196196,269
43,Воронежская область,38931,17126,2.27,5554,2330377,419
44,Забайкальский край,41884,19754,2.12,3467,1095169,315
45,Иркутская область,52289,23857,2.19,3736,2422026,648
46,Калининградская область,43332,20823,2.08,2616,954773,364
47,Республика Калмыкия,39001,12157,3.21,1186,284140,239
48,Камчатский край,79663,38805,2.05,1738,320549,184
50,Кемеровская область,36165,21669,1.67,4313,2742450,635
51,Кировская область,29584,15391,1.92,4896,1319076,269
53,Костромская область,33319,15391,2.16,2455,658906,268
55,Курская область,33263,16390,2.03,3779,1119262,296
56,Ленинградская область,55708,24705,2.25,4374,1751135,400
57,Липецкая область,34637,17495,1.98,4211,1162235,275
58,Магаданская область,69851,39622,1.76,1484,152358,102
59,Республика Дагестан,27945,11623,2.4,1765,2946035,1669
61,Республика Марий Эл,28607,14684,1.95,1953,690349,353
62,Республика Мордовия,27330,14237,1.92,3140,818566,260
63,Москва,80720,39380,2.05,10070,11979529,1189
64,Московская область,79194,28592,2.77,11672,7048084,603
65,Мурманская область,60920,35045,1.74,3988,780401,195
66,Нижегородская область,35378,18784,1.88,8250,3289841,398
67,Новгородская область,32911,19439,1.69,2623,625855,238
68,Новосибирская область,33933,21101,1.61,5235,2709461,517
69,Омская область,33398,17696,1.89,4774,1973985,413
70,Орловская область,33506,15421,2.17,3193,775826,242
72,Пензенская область,37495,15485,2.42,2845,1368657,481
74,Приморский край,48963,25473,1.92,5977,1947263,325
75,Псковская область,31207,15625,2.0,1807,661507,366
76,Ростовская область,35583,16943,2.1,7693,4254613,553
77,Самарская область,48469,19664,2.46,10798,3213289,297
79,Саратовская область,43580,15762,2.76,3123,2503305,801
80,Свердловская область,44647,22652,1.97,7428,4315830,581
81,Ставропольский край,28274,15158,1.87,6996,2790785,398
82,Тамбовская область,30864,14778,2.09,2520,1075748,426
84,Тульская область,39313,18658,2.11,5615,1532436,272
85,Республика Тува (Тыва),60056,16018,3.75,1237,310460,250
86,Тюменская область,43897,24018,1.83,2189,1385008,632
88,Ульяновская область,36818,15553,2.37,2156,1274487,591
89,Челябинская область,66883,19792,3.38,14929,3485272,233
90,Чеченская республика,26717,12742,2.1,2070,1324767,639
91,Чувашская республика - Чувашия,26672,14919,1.79,4072,1243431,305
92,Республика Саха (Якутия),69842,31983,2.18,3237,955580,295
93,Еврейская автономная область,68405,21197,3.23,1779,172671,97
94,Сахалинская область,66562,37751,1.76,1994,493302,247
95,Чукотский автономный округ,95465,47997,1.99,648,50780,78
96,Белгородская область,35386,18776,1.88,5011,1540985,307
97,Калужская область,37038,21722,1.71,4957,1005585,202
98,Курганская область,25466,15132,1.68,4095,885759,216
99,Ивановская область,32831,15538,2.11,3828,1048961,274
100,Смоленская область,29090,16275,1.79,2399,975188,406
101,Тверская область,31948,17998,1.78,4419,1334061,301
102,Ненецкий автономный округ,116704,50314,2.32,427,42789,100
103,Рязанская область,36719,17904,2.05,3342,1144650,342
104,Ямало-Ненецкий автономный округ,160313,52549,3.05,3621,541612,149
105,Оренбургская область,32843,16790,1.96,4854,2016086,415
106,Томская область,58914,21806,2.7,2032,1064245,523
107,Ярославская область,41106,19324,2.13,4779,1271672,266
108,Ханты-Мансийский автономный округ — Югра,75220,43222,1.74,3627,1584063,436
